0.73819,0.65877,0.72589,0.47018,0.71052,0.34061,0.44182
0.69645,0.58075,0.79999,0.5106,0.70685,0.44519,0.44183
0.68813,0.66796,0.78721,0.47574,0.69604,0.50529,0.39111
0.68751,0.45447,0.8183,0.52826,0.70922,0.41213,0.3827
0.65429,0.65256,0.82822,0.46982,0.69043,0.43685,0.33527
0.66232,0.62878,0.86005,0.41971,0.6933,0.42982,0.37298
0.71323,0.52165,0.85316,0.49818,0.67129,0.37812,0.40084
0.59022,0.59802,0.84443,0.44362,0.64511,0.52878,0.30238
0.65043,0.62776,0.82405,0.49804,0.67898,0.51921,0.39045
0.62489,0.68628,0.80733,0.48898,0.65786,0.54201,0.35866
0.61507,0.48083,0.85958,0.48426,0.67095,0.58074,0.35245
0.67027,0.64117,0.84883,0.48212,0.67952,0.30725,0.38115
0.67582,0.66337,0.8136,0.48598,0.69656,0.31808,0.38084
0.65701,0.55963,0.7874,0.51527,0.67629,0.47512,0.28001
0.73794,0.68851,0.85969,0.46751,0.66449,0.54586,0.30751
0.71021,0.6736,0.84499,0.50002,0.65363,0.52333,0.31425
0.70878,0.59218,0.86372,0.48804,0.68767,0.41243,0.37622
0.69595,0.46153,0.83821,0.44445,0.68955,0.41118,0.38755
0.69068,0.52714,0.81156,0.45486,0.69109,0.27146,0.3158
0.69146,0.46061,0.8558,0.48271,0.69075,0.54184,0.26943
0.67925,0.38594,0.86276,0.46398,0.67464,0.5188,0.339
0.66195,0.53238,0.83638,0.48562,0.69377,0.5242,0.32832
0.66398,0.59428,0.84739,0.43913,0.66738,0.5342,0.289
0.69088,0.344,0.85131,0.43889,0.66751,0.50931,0.3274
