0,0,64,30,32,9,0,0,0,16,16,65,64,66,63,41,34,0,0,0
0,74,52,29,32,6,0,0,0,7,46,38,66,63,51,19,28,0,0,0
77,73,47,49,30,0,0,0,0,20,17,39,68,63,46,24,34,0,0,0
76,74,44,15,9,0,0,0,22,18,37,48,48,65,53,38,43,0,0,0
0,74,46,33,43,46,0,0,15,18,39,35,34,64,51,24,12,0,0,0
76,75,44,45,51,0,0,0,20,8,44,38,33,66,49,27,11,20,0,0
0,74,45,30,12,0,0,0,16,6,44,37,66,66,55,36,12,8,0,0
75,74,44,43,46,0,0,0,0,18,18,29,66,66,15,24,37,19,0,0
0,73,44,31,14,0,0,0,0,50,43,34,22,65,48,23,3,0,4,13
0,66,40,34,37,0,0,0,23,19,43,36,66,66,43,26,13,0,0,10
0,74,55,34,38,0,0,0,23,36,39,35,69,62,16,26,15,25,0,6
0,76,49,31,48,0,0,0,23,27,48,64,68,46,13,27,8,0,0,0
76,75,48,29,48,61,60,0,29,32,35,65,55,50,48,31,0,0,0,5
0,76,48,27,48,0,0,57,56,60,50,64,57,48,29,30,37,0,0,0
74,75,45,31,33,48,0,0,51,49,47,36,33,0,13,34,0,0,0,0
74,73,46,37,37,36,28,18,46,47,46,69,63,0,9,15,13,24,0,7
0,75,61,31,50,49,16,16,16,47,48,37,33,10,14,30,23,12,0,0
75,68,46,46,12,16,16,16,15,16,48,68,68,0,16,30,34,19,15,11
74,75,46,32,37,46,39,0,7,50,66,67,57,62,11,24,31,0,0,0
75,75,57,32,38,17,16,16,46,48,68,64,14,0,17,32,10,0,0,5
0,74,60,37,49,0,15,0,0,0,13,66,0,0,14,24,13,0,0,15
0,72,51,33,36,0,0,0,21,20,37,66,68,51,16,0,0,0,0,0
0,73,46,24,38,46,0,0,22,0,48,37,36,55,45,24,14,0,6,14
80,74,61,36,9,0,0,0,0,30,39,37,73,0,15,30,12,0,8,0
0,74,59,31,16,0,0,0,19,16,46,38,68,0,16,29,11,0,0,0
